2023-11-14-bithumb-btc-orderbook
   ,  price  ,quantity  ,type,         timestamp
1,49247000,0.0057,0,2023-11-14 06:39:20
2,49246000,0.0042,0,2023-11-14 06:39:20
3,49245000,0.1071,0,2023-11-14 06:39:20
4,49244000,0.1086,0,2023-11-14 06:39:20
0,49250000,0.0043,1,2023-11-14 06:39:20
1,49252000,0.1611,1,2023-11-14 06:39:20
2,49253000,0.0032,1,2023-11-14 06:39:20
3,49254000,0.0010,1,2023-11-14 06:39:20
4,49255000,0.0026,1,2023-11-14 06:39:20
   ,   price , quantity ,e  ,          timestamp
0,49250000,0.2262,0,2023-11-14 06:39:25
1,49249000,0.2617,0,2023-11-14 06:39:25
2,49248000,0.0044,0,2023-11-14 06:39:25
3,49247000,0.0096,0,2023-11-14 06:39:25
4,49246000,0.0060,0,2023-11-14 06:39:25
0,49251000,0.0007,1,2023-11-14 06:39:25
1,49252000,0.0059,1,2023-11-14 06:39:25
2,49253000,0.0032,1,2023-11-14 06:39:25
3,49254000,0.0056,1,2023-11-14 06:39:25
4,49255000,0.0026,1,2023-11-14 06:39:25
   ,   price , quantity ,e  ,          timestamp
0,49251000,0.0058,0,2023-11-14 06:39:30
1,49250000,0.0051,0,2023-11-14 06:39:30
2,49249000,0.0049,0,2023-11-14 06:39:30
3,49248000,0.0044,0,2023-11-14 06:39:30
4,49247000,0.0057,0,2023-11-14 06:39:30
0,49252000,0.0002,1,2023-11-14 06:39:30
1,49255000,0.0050,1,2023-11-14 06:39:30
2,49256000,0.0358,1,2023-11-14 06:39:30
3,49257000,0.0155,1,2023-11-14 06:39:30
4,49258000,0.0883,1,2023-11-14 06:39:30
   ,   price , quantity ,e  ,          timestamp
0,49250000,0.2139,0,2023-11-14 06:39:35
1,49245000,0.0863,0,2023-11-14 06:39:35
2,49244000,0.0058,0,2023-11-14 06:39:35
3,49243000,0.0043,0,2023-11-14 06:39:35
4,49242000,0.0060,0,2023-11-14 06:39:35
0,49251000,0.0053,1,2023-11-14 06:39:35
1,49252000,0.0059,1,2023-11-14 06:39:35
2,49253000,0.0052,1,2023-11-14 06:39:35
3,49254000,0.0045,1,2023-11-14 06:39:35
4,49255000,0.0050,1,2023-11-14 06:39:35
   ,   price , quantity ,e  ,          timestamp
0,49247000,0.2169,0,2023-11-14 06:39:40
1,49246000,0.0051,0,2023-11-14 06:39:40
2,49244000,0.0058,0,2023-11-14 06:39:40
3,49243000,0.0043,0,2023-11-14 06:39:40
4,49242000,0.0060,0,2023-11-14 06:39:40
0,49249000,0.0103,1,2023-11-14 06:39:40
1,49250000,0.0050,1,2023-11-14 06:39:40
2,49251000,0.0043,1,2023-11-14 06:39:40
3,49252000,0.0261,1,2023-11-14 06:39:40
4,49253000,0.1547,1,2023-11-14 06:39:40
   ,   price , quantity ,e  ,          timestamp
0,49237000,0.2152,0,2023-11-14 06:39:45
1,49236000,0.0041,0,2023-11-14 06:39:45
2,49235000,0.0050,0,2023-11-14 06:39:45
3,49234000,0.0052,0,2023-11-14 06:39:45
4,49233000,0.0054,0,2023-11-14 06:39:45
0,49239000,0.0061,1,2023-11-14 06:39:45
1,49240000,0.0114,1,2023-11-14 06:39:45
2,49241000,0.0042,1,2023-11-14 06:39:45
3,49242000,0.0123,1,2023-11-14 06:39:45
4,49243000,0.0357,1,2023-11-14 06:39:45
   ,   price , quantity ,e  ,          timestamp
0,49238000,0.0100,0,2023-11-14 06:39:50
1,49237000,0.1759,0,2023-11-14 06:39:50
2,49236000,0.0044,0,2023-11-14 06:39:50
3,49235000,0.0049,0,2023-11-14 06:39:50
4,49234000,0.0052,0,2023-11-14 06:39:50
0,49239000,0.0056,1,2023-11-14 06:39:50
1,49240000,0.0054,1,2023-11-14 06:39:50
2,49241000,0.0042,1,2023-11-14 06:39:50
3,49242000,0.0057,1,2023-11-14 06:39:50
4,49243000,0.0060,1,2023-11-14 06:39:50
   ,   price , quantity ,e  ,          timestamp
0,49236000,0.0044,0,2023-11-14 06:39:55
1,49235000,0.0049,0,2023-11-14 06:39:55
2,49234000,0.0052,0,2023-11-14 06:39:55
3,49233000,0.0054,0,2023-11-14 06:39:55
4,49232000,0.0114,0,2023-11-14 06:39:55
0,49239000,0.1034,1,2023-11-14 06:39:55
1,49240000,0.0054,1,2023-11-14 06:39:55
2,49241000,0.0042,1,2023-11-14 06:39:55
3,49242000,0.0057,1,2023-11-14 06:39:55
4,49243000,0.0060,1,2023-11-14 06:39:55
   ,   price , quantity ,e  ,          timestamp
0,49239000,0.0042,0,2023-11-14 06:40:00
1,49238000,0.2121,0,2023-11-14 06:40:00
2,49237000,0.0160,0,2023-11-14 06:40:00
3,49236000,0.0188,0,2023-11-14 06:40:00
4,49235000,0.0059,0,2023-11-14 06:40:00
0,49243000,0.0001,1,2023-11-14 06:40:00
1,49244000,0.0059,1,2023-11-14 06:40:00
2,49245000,0.0057,1,2023-11-14 06:40:00
3,49247000,0.0117,1,2023-11-14 06:40:00
4,49248000,0.0052,1,2023-11-14 06:40:00
   ,   price , quantity ,e  ,          timestamp
0,49244000,0.0043,0,2023-11-14 06:40:05
1,49243000,0.0052,0,2023-11-14 06:40:05
2,49242000,0.0041,0,2023-11-14 06:40:05
3,49241000,0.0053,0,2023-11-14 06:40:05
4,49240000,0.0157,0,2023-11-14 06:40:05
0,49245000,0.0098,1,2023-11-14 06:40:05
1,49247000,0.0102,1,2023-11-14 06:40:05
2,49248000,0.0052,1,2023-11-14 06:40:05
3,49249000,0.0051,1,2023-11-14 06:40:05
4,49250000,0.0050,1,2023-11-14 06:40:05
   ,   price , quantity ,e  ,          timestamp
0,49242000,0.2161,0,2023-11-14 06:40:09
1,49241000,0.2138,0,2023-11-14 06:40:09
2,49240000,0.0045,0,2023-11-14 06:40:09
3,49239000,0.0042,0,2023-11-14 06:40:09
4,49238000,0.0049,0,2023-11-14 06:40:09
0,49246000,0.0341,1,2023-11-14 06:40:09
1,49247000,0.0051,1,2023-11-14 06:40:09
2,49248000,0.0052,1,2023-11-14 06:40:09
3,49249000,0.0089,1,2023-11-14 06:40:09
4,49250000,0.0050,1,2023-11-14 06:40:09
   ,   price , quantity ,e  ,          timestamp
0,49246000,0.2126,0,2023-11-14 06:40:14
1,49245000,0.0002,0,2023-11-14 06:40:14
2,49244000,0.0056,0,2023-11-14 06:40:14
3,49243000,0.0386,0,2023-11-14 06:40:14
4,49242000,2.0002,0,2023-11-14 06:40:14
0,49250000,0.0050,1,2023-11-14 06:40:14
1,49251000,0.0043,1,2023-11-14 06:40:14
2,49252000,0.0061,1,2023-11-14 06:40:14
3,49253000,0.0042,1,2023-11-14 06:40:14
4,49254000,0.0014,1,2023-11-14 06:40:14
   ,   price , quantity ,e  ,          timestamp
0,49260000,0.2067,0,2023-11-14 06:40:19
1,49259000,0.0061,0,2023-11-14 06:40:19
2,49258000,0.0044,0,2023-11-14 06:40:19
3,49257000,0.0169,0,2023-11-14 06:40:19
4,49256000,2.0056,0,2023-11-14 06:40:19
0,49263000,0.0047,1,2023-11-14 06:40:19
1,49264000,0.0047,1,2023-11-14 06:40:19
2,49265000,0.0054,1,2023-11-14 06:40:19
3,49266000,0.0059,1,2023-11-14 06:40:19
4,49267000,0.0515,1,2023-11-14 06:40:19
   ,   price , quantity ,e  ,          timestamp
0,49254000,0.0148,0,2023-11-14 06:40:24
1,49252000,0.0007,0,2023-11-14 06:40:24
2,49251000,0.0050,0,2023-11-14 06:40:24
3,49250000,0.0051,0,2023-11-14 06:40:24
4,49249000,0.0056,0,2023-11-14 06:40:24
0,49255000,0.0386,1,2023-11-14 06:40:24
1,49256000,0.0387,1,2023-11-14 06:40:24
2,49257000,0.2464,1,2023-11-14 06:40:24
3,49258000,0.0062,1,2023-11-14 06:40:24
4,49259000,0.0070,1,2023-11-14 06:40:24
   ,   price , quantity ,e  ,          timestamp
0,49223000,0.0039,0,2023-11-14 06:40:29
1,49222000,0.0052,0,2023-11-14 06:40:29
2,49221000,0.0058,0,2023-11-14 06:40:29
3,49220000,0.0082,0,2023-11-14 06:40:29
4,49219000,0.0050,0,2023-11-14 06:40:29
0,49227000,0.1200,1,2023-11-14 06:40:29
1,49229000,0.0126,1,2023-11-14 06:40:29
2,49232000,0.0061,1,2023-11-14 06:40:29
3,49233000,0.0649,1,2023-11-14 06:40:29
4,49234000,0.3957,1,2023-11-14 06:40:29
   ,   price , quantity ,e  ,          timestamp
0,49218000,0.0309,0,2023-11-14 06:40:34
1,49216000,0.0483,0,2023-11-14 06:40:34
2,49212000,0.0483,0,2023-11-14 06:40:34
3,49211000,0.0889,0,2023-11-14 06:40:34
4,49210000,0.0062,0,2023-11-14 06:40:34
0,49220000,0.2255,1,2023-11-14 06:40:34
1,49221000,0.0059,1,2023-11-14 06:40:34
2,49222000,0.0057,1,2023-11-14 06:40:34
3,49223000,0.0052,1,2023-11-14 06:40:34
4,49224000,0.0052,1,2023-11-14 06:40:34
   ,   price , quantity ,e  ,          timestamp
0,49226000,2.2823,0,2023-11-14 06:40:39
1,49225000,0.0043,0,2023-11-14 06:40:39
2,49224000,0.0664,0,2023-11-14 06:40:39
3,49223000,0.0057,0,2023-11-14 06:40:39
4,49221000,0.0062,0,2023-11-14 06:40:39
0,49231000,0.0007,1,2023-11-14 06:40:39
1,49232000,0.0061,1,2023-11-14 06:40:39
2,49233000,0.0049,1,2023-11-14 06:40:39
3,49234000,0.0904,1,2023-11-14 06:40:39
4,49235000,0.0057,1,2023-11-14 06:40:39
   ,   price , quantity ,e  ,          timestamp
0,49233000,0.0059,0,2023-11-14 06:40:44
1,49232000,0.0058,0,2023-11-14 06:40:44
2,49231000,0.0055,0,2023-11-14 06:40:44
3,49230000,0.0046,0,2023-11-14 06:40:44
4,49229000,0.0043,0,2023-11-14 06:40:44
0,49234000,0.0596,1,2023-11-14 06:40:44
1,49237000,0.0098,1,2023-11-14 06:40:44
2,49239000,0.2112,1,2023-11-14 06:40:44
3,49240000,0.0051,1,2023-11-14 06:40:44
4,49241000,0.0059,1,2023-11-14 06:40:44
   ,   price , quantity ,e  ,          timestamp
0,49226000,0.0008,0,2023-11-14 06:40:49
1,49225000,0.0043,0,2023-11-14 06:40:49
2,49224000,0.0053,0,2023-11-14 06:40:49
3,49223000,0.0057,0,2023-11-14 06:40:49
4,49221000,0.0062,0,2023-11-14 06:40:49
0,49230000,0.0779,1,2023-11-14 06:40:49
1,49231000,0.0046,1,2023-11-14 06:40:49
2,49232000,0.0920,1,2023-11-14 06:40:49
3,49233000,0.0020,1,2023-11-14 06:40:49
4,49234000,0.0586,1,2023-11-14 06:40:49
   ,   price , quantity ,e  ,          timestamp
0,49223000,0.0043,0,2023-11-14 06:40:54
1,49221000,0.0062,0,2023-11-14 06:40:54
2,49220000,0.0042,0,2023-11-14 06:40:54
3,49219000,0.0039,0,2023-11-14 06:40:54
4,49218000,0.0044,0,2023-11-14 06:40:54
0,49224000,0.0214,1,2023-11-14 06:40:54
1,49225000,0.0053,1,2023-11-14 06:40:54
2,49226000,0.0889,1,2023-11-14 06:40:54
3,49227000,0.0050,1,2023-11-14 06:40:54
4,49228000,0.0103,1,2023-11-14 06:40:54
   ,   price , quantity ,e  ,          timestamp
0,49223000,0.2218,0,2023-11-14 06:40:59
1,49221000,0.0062,0,2023-11-14 06:40:59
2,49220000,0.0042,0,2023-11-14 06:40:59
3,49219000,0.0002,0,2023-11-14 06:40:59
4,49218000,0.0044,0,2023-11-14 06:40:59
0,49224000,0.0050,1,2023-11-14 06:40:59
1,49225000,0.0046,1,2023-11-14 06:40:59
2,49227000,0.0550,1,2023-11-14 06:40:59
3,49228000,0.0103,1,2023-11-14 06:40:59
4,49229000,0.0013,1,2023-11-14 06:40:59
   ,   price , quantity ,e  ,          timestamp
0,49218000,0.0044,0,2023-11-14 06:41:04
1,49217000,0.0043,0,2023-11-14 06:41:04
2,49216000,0.0044,0,2023-11-14 06:41:04
3,49215000,0.0061,0,2023-11-14 06:41:04
4,49214000,0.0047,0,2023-11-14 06:41:04
0,49219000,2.3894,1,2023-11-14 06:41:04
1,49220000,0.0252,1,2023-11-14 06:41:04
2,49222000,0.1513,1,2023-11-14 06:41:04
3,49224000,0.1291,1,2023-11-14 06:41:04
4,49225000,0.0910,1,2023-11-14 06:41:04
   ,   price , quantity ,e  ,          timestamp
0,49202000,0.0054,0,2023-11-14 06:41:09
1,49201000,0.0056,0,2023-11-14 06:41:09
2,49200000,0.0205,0,2023-11-14 06:41:09
3,49199000,0.0057,0,2023-11-14 06:41:09
4,49198000,0.0058,0,2023-11-14 06:41:09
0,49203000,2.3906,1,2023-11-14 06:41:09
1,49205000,0.0031,1,2023-11-14 06:41:09
2,49206000,0.0082,1,2023-11-14 06:41:09
3,49207000,0.0926,1,2023-11-14 06:41:09
4,49208000,0.0241,1,2023-11-14 06:41:09
   ,   price , quantity ,e  ,          timestamp
0,49200000,0.0063,0,2023-11-14 06:41:14
1,49199000,0.0057,0,2023-11-14 06:41:14
2,49198000,0.0058,0,2023-11-14 06:41:14
3,49197000,0.0048,0,2023-11-14 06:41:14
4,49196000,0.0087,0,2023-11-14 06:41:14
0,49201000,0.0042,1,2023-11-14 06:41:14
1,49202000,0.0056,1,2023-11-14 06:41:14
2,49203000,2.4091,1,2023-11-14 06:41:14
3,49204000,0.0042,1,2023-11-14 06:41:14
4,49205000,0.0050,1,2023-11-14 06:41:14
   ,   price , quantity ,e  ,          timestamp
0,49188000,0.2246,0,2023-11-14 06:41:19
1,49187000,0.0052,0,2023-11-14 06:41:19
2,49186000,0.0059,0,2023-11-14 06:41:19
3,49185000,0.0003,0,2023-11-14 06:41:19
4,49184000,0.0051,0,2023-11-14 06:41:19
0,49189000,0.2086,1,2023-11-14 06:41:19
1,49191000,0.1190,1,2023-11-14 06:41:19
2,49192000,0.0084,1,2023-11-14 06:41:19
3,49193000,0.0057,1,2023-11-14 06:41:19
4,49194000,0.0047,1,2023-11-14 06:41:19
   ,   price , quantity ,e  ,          timestamp
0,49190000,0.2176,0,2023-11-14 06:41:24
1,49189000,0.2175,0,2023-11-14 06:41:24
2,49188000,0.0229,0,2023-11-14 06:41:24
3,49187000,0.0919,0,2023-11-14 06:41:24
4,49186000,0.0059,0,2023-11-14 06:41:24
0,49192000,0.0057,1,2023-11-14 06:41:24
1,49195000,0.0508,1,2023-11-14 06:41:24
2,49196000,0.0057,1,2023-11-14 06:41:24
3,49197000,0.0047,1,2023-11-14 06:41:24
4,49198000,0.0045,1,2023-11-14 06:41:24
   ,   price , quantity ,e  ,          timestamp
0,49172000,0.0042,0,2023-11-14 06:41:29
1,49171000,0.0050,0,2023-11-14 06:41:29
2,49170000,0.0057,0,2023-11-14 06:41:29
3,49169000,0.0304,0,2023-11-14 06:41:29
4,49168000,0.0043,0,2023-11-14 06:41:29
0,49173000,0.2118,1,2023-11-14 06:41:29
1,49174000,0.2146,1,2023-11-14 06:41:29
2,49176000,0.0475,1,2023-11-14 06:41:29
3,49184000,0.0038,1,2023-11-14 06:41:29
4,49185000,0.1222,1,2023-11-14 06:41:29
   ,   price , quantity ,e  ,          timestamp
0,49156000,0.1071,0,2023-11-14 06:41:34
1,49155000,0.0057,0,2023-11-14 06:41:34
2,49154000,0.0049,0,2023-11-14 06:41:34
3,49153000,0.0380,0,2023-11-14 06:41:34
4,49152000,0.0042,0,2023-11-14 06:41:34
0,49158000,0.4306,1,2023-11-14 06:41:34
1,49159000,0.0053,1,2023-11-14 06:41:34
2,49160000,0.0061,1,2023-11-14 06:41:34
3,49161000,0.0054,1,2023-11-14 06:41:34
4,49162000,0.0047,1,2023-11-14 06:41:34
   ,   price , quantity ,e  ,          timestamp
0,49163000,0.0046,0,2023-11-14 06:41:39
1,49162000,0.0051,0,2023-11-14 06:41:39
2,49161000,0.0042,0,2023-11-14 06:41:39
3,49160000,0.0058,0,2023-11-14 06:41:39
4,49159000,0.0055,0,2023-11-14 06:41:39
0,49164000,0.0158,1,2023-11-14 06:41:39
1,49166000,0.0504,1,2023-11-14 06:41:39
2,49167000,0.0052,1,2023-11-14 06:41:39
3,49168000,0.0045,1,2023-11-14 06:41:39
4,49171000,0.0057,1,2023-11-14 06:41:39
   ,   price , quantity ,e  ,          timestamp
0,49147000,0.0806,0,2023-11-14 06:41:44
1,49146000,0.0063,0,2023-11-14 06:41:44
2,49145000,0.0044,0,2023-11-14 06:41:44
3,49144000,0.0053,0,2023-11-14 06:41:44
4,49143000,0.0060,0,2023-11-14 06:41:44
0,49148000,0.0644,1,2023-11-14 06:41:44
1,49149000,0.0050,1,2023-11-14 06:41:44
2,49150000,0.0043,1,2023-11-14 06:41:44
3,49151000,0.0228,1,2023-11-14 06:41:44
4,49152000,0.0051,1,2023-11-14 06:41:44
   ,   price , quantity ,e  ,          timestamp
0,49130000,0.1468,0,2023-11-14 06:41:49
1,49129000,0.0050,0,2023-11-14 06:41:49
2,49128000,0.0051,0,2023-11-14 06:41:49
3,49127000,0.0061,0,2023-11-14 06:41:49
4,49126000,0.0935,0,2023-11-14 06:41:49
0,49135000,0.0054,1,2023-11-14 06:41:49
1,49136000,0.0052,1,2023-11-14 06:41:49
2,49137000,0.0657,1,2023-11-14 06:41:49
3,49138000,0.0049,1,2023-11-14 06:41:49
4,49139000,0.0054,1,2023-11-14 06:41:49
   ,   price , quantity ,e  ,          timestamp
0,49138000,0.0050,0,2023-11-14 06:41:54
1,49137000,0.0049,0,2023-11-14 06:41:54
2,49136000,0.0055,0,2023-11-14 06:41:54
3,49135000,0.0050,0,2023-11-14 06:41:54
4,49134000,0.0044,0,2023-11-14 06:41:54
0,49139000,0.0051,1,2023-11-14 06:41:54
1,49140000,0.0049,1,2023-11-14 06:41:54
2,49141000,0.0057,1,2023-11-14 06:41:54
3,49142000,0.0046,1,2023-11-14 06:41:54
4,49143000,0.0042,1,2023-11-14 06:41:54
   ,   price , quantity ,e  ,          timestamp
0,49137000,0.0049,0,2023-11-14 06:41:59
1,49136000,0.0055,0,2023-11-14 06:41:59
2,49135000,0.0050,0,2023-11-14 06:41:59
3,49134000,0.0044,0,2023-11-14 06:41:59
4,49133000,0.0059,0,2023-11-14 06:41:59
0,49138000,0.9115,1,2023-11-14 06:41:59
1,49139000,0.0042,1,2023-11-14 06:41:59
2,49140000,0.0053,1,2023-11-14 06:41:59
3,49141000,0.0051,1,2023-11-14 06:41:59
4,49142000,0.0043,1,2023-11-14 06:41:59
   ,   price , quantity ,e  ,          timestamp
0,49129000,0.0018,0,2023-11-14 06:42:04
1,49128000,0.0051,0,2023-11-14 06:42:04
2,49127000,0.0061,0,2023-11-14 06:42:04
3,49126000,0.0062,0,2023-11-14 06:42:04
4,49125000,0.0066,0,2023-11-14 06:42:04
0,49131000,0.2201,1,2023-11-14 06:42:04
1,49132000,0.0047,1,2023-11-14 06:42:04
2,49133000,0.0060,1,2023-11-14 06:42:04
3,49134000,0.0907,1,2023-11-14 06:42:04
4,49135000,0.0533,1,2023-11-14 06:42:04
   ,   price , quantity ,e  ,          timestamp
0,49126000,0.0002,0,2023-11-14 06:42:09
1,49125000,0.0065,0,2023-11-14 06:42:09
2,49124000,0.0045,0,2023-11-14 06:42:09
3,49123000,0.0046,0,2023-11-14 06:42:09
4,49122000,0.0044,0,2023-11-14 06:42:09
0,49127000,0.0533,1,2023-11-14 06:42:09
1,49128000,0.3446,1,2023-11-14 06:42:09
2,49129000,0.0528,1,2023-11-14 06:42:09
3,49130000,0.0050,1,2023-11-14 06:42:09
4,49131000,0.0063,1,2023-11-14 06:42:09
   ,   price , quantity ,e  ,          timestamp
0,49110000,0.0545,0,2023-11-14 06:42:14
1,49109000,0.0130,0,2023-11-14 06:42:14
2,49108000,0.0049,0,2023-11-14 06:42:14
3,49100000,0.1745,0,2023-11-14 06:42:14
4,49097000,0.0005,0,2023-11-14 06:42:14
0,49116000,0.0916,1,2023-11-14 06:42:14
1,49117000,0.0685,1,2023-11-14 06:42:14
2,49118000,0.0844,1,2023-11-14 06:42:14
3,49119000,0.0083,1,2023-11-14 06:42:14
4,49120000,0.0377,1,2023-11-14 06:42:14
   ,   price , quantity ,e  ,          timestamp
0,49121000,0.3841,0,2023-11-14 06:42:19
1,49119000,0.1634,0,2023-11-14 06:42:19
2,49118000,0.2055,0,2023-11-14 06:42:19
3,49117000,0.0701,0,2023-11-14 06:42:19
4,49116000,0.2850,0,2023-11-14 06:42:19
0,49125000,0.0043,1,2023-11-14 06:42:19
1,49126000,0.0060,1,2023-11-14 06:42:19
2,49127000,0.0062,1,2023-11-14 06:42:19
3,49128000,0.0060,1,2023-11-14 06:42:19
4,49131000,0.0002,1,2023-11-14 06:42:19
   ,   price , quantity ,e  ,          timestamp
0,49132000,0.0041,0,2023-11-14 06:42:24
1,49131000,0.0024,0,2023-11-14 06:42:24
2,49129000,0.0018,0,2023-11-14 06:42:24
3,49128000,0.0042,0,2023-11-14 06:42:24
4,49127000,0.0053,0,2023-11-14 06:42:24
0,49135000,0.0078,1,2023-11-14 06:42:24
1,49136000,0.1775,1,2023-11-14 06:42:24
2,49137000,0.0108,1,2023-11-14 06:42:24
3,49138000,0.0047,1,2023-11-14 06:42:24
4,49139000,0.0522,1,2023-11-14 06:42:24
   ,   price , quantity ,e  ,          timestamp
0,49146000,0.0521,0,2023-11-14 06:42:29
1,49144000,2.2901,0,2023-11-14 06:42:29
2,49143000,0.0046,0,2023-11-14 06:42:29
3,49142000,0.0047,0,2023-11-14 06:42:29
4,49141000,0.0044,0,2023-11-14 06:42:29
0,49149000,0.0090,1,2023-11-14 06:42:29
1,49150000,0.0044,1,2023-11-14 06:42:29
2,49151000,0.0057,1,2023-11-14 06:42:29
3,49152000,0.0051,1,2023-11-14 06:42:29
4,49153000,0.0041,1,2023-11-14 06:42:29
   ,   price , quantity ,e  ,          timestamp
0,49154000,0.0031,0,2023-11-14 06:42:34
1,49153000,0.0045,0,2023-11-14 06:42:34
2,49152000,0.0054,0,2023-11-14 06:42:34
3,49151000,0.0060,0,2023-11-14 06:42:34
4,49150000,0.0042,0,2023-11-14 06:42:34
0,49155000,0.0001,1,2023-11-14 06:42:34
1,49156000,0.0002,1,2023-11-14 06:42:34
2,49157000,0.0042,1,2023-11-14 06:42:34
3,49158000,0.0045,1,2023-11-14 06:42:34
4,49159000,0.0044,1,2023-11-14 06:42:34
   ,   price , quantity ,e  ,          timestamp
0,49154000,0.2106,0,2023-11-14 06:42:39
1,49153000,0.0100,0,2023-11-14 06:42:39
2,49152000,0.0054,0,2023-11-14 06:42:39
3,49151000,0.0060,0,2023-11-14 06:42:39
4,49150000,0.0042,0,2023-11-14 06:42:39
0,49156000,0.0453,1,2023-11-14 06:42:39
1,49157000,0.1218,1,2023-11-14 06:42:39
2,49158000,0.1120,1,2023-11-14 06:42:39
3,49159000,0.0044,1,2023-11-14 06:42:39
4,49160000,0.0056,1,2023-11-14 06:42:39
   ,   price , quantity ,e  ,          timestamp
0,49157000,1.5529,0,2023-11-14 06:42:44
1,49156000,0.0053,0,2023-11-14 06:42:44
2,49155000,0.0363,0,2023-11-14 06:42:44
3,49154000,0.0838,0,2023-11-14 06:42:44
4,49153000,0.0100,0,2023-11-14 06:42:44
0,49159000,0.2251,1,2023-11-14 06:42:44
1,49160000,0.0043,1,2023-11-14 06:42:44
2,49161000,0.0046,1,2023-11-14 06:42:44
3,49162000,0.0158,1,2023-11-14 06:42:44
4,49163000,0.0553,1,2023-11-14 06:42:44
   ,   price , quantity ,e  ,          timestamp
0,49143000,0.0046,0,2023-11-14 06:42:48
1,49142000,0.0061,0,2023-11-14 06:42:48
2,49141000,0.0046,0,2023-11-14 06:42:48
3,49140000,0.0047,0,2023-11-14 06:42:48
4,49139000,0.0062,0,2023-11-14 06:42:48
0,49145000,0.2680,1,2023-11-14 06:42:48
1,49148000,0.0831,1,2023-11-14 06:42:48
2,49149000,0.0293,1,2023-11-14 06:42:48
3,49150000,0.0564,1,2023-11-14 06:42:48
4,49151000,0.0960,1,2023-11-14 06:42:48
   ,   price , quantity ,e  ,          timestamp
0,49142000,0.0133,0,2023-11-14 06:42:53
1,49141000,0.0168,0,2023-11-14 06:42:53
2,49140000,0.0176,0,2023-11-14 06:42:53
3,49139000,0.0062,0,2023-11-14 06:42:53
4,49138000,2.0053,0,2023-11-14 06:42:53
0,49143000,0.0061,1,2023-11-14 06:42:53
1,49144000,0.0046,1,2023-11-14 06:42:53
2,49145000,0.0753,1,2023-11-14 06:42:53
3,49146000,0.0057,1,2023-11-14 06:42:53
4,49149000,0.0061,1,2023-11-14 06:42:53
   ,   price , quantity ,e  ,          timestamp
0,49142000,0.0610,0,2023-11-14 06:42:58
1,49141000,0.0215,0,2023-11-14 06:42:58
2,49140000,0.0020,0,2023-11-14 06:42:58
3,49139000,0.0162,0,2023-11-14 06:42:58
4,49138000,0.1151,0,2023-11-14 06:42:58
0,49144000,0.0168,1,2023-11-14 06:42:58
1,49145000,0.0753,1,2023-11-14 06:42:58
2,49146000,0.0057,1,2023-11-14 06:42:58
3,49148000,0.0517,1,2023-11-14 06:42:58
4,49149000,0.0061,1,2023-11-14 06:42:58
   ,   price , quantity ,e  ,          timestamp
0,49147000,0.1445,0,2023-11-14 06:43:03
1,49146000,0.1566,0,2023-11-14 06:43:03
2,49145000,0.0147,0,2023-11-14 06:43:03
3,49144000,0.0052,0,2023-11-14 06:43:03
4,49143000,0.0058,0,2023-11-14 06:43:03
0,49150000,0.0008,1,2023-11-14 06:43:03
1,49151000,0.0042,1,2023-11-14 06:43:03
2,49152000,0.0052,1,2023-11-14 06:43:03
3,49153000,0.0063,1,2023-11-14 06:43:03
4,49154000,0.0559,1,2023-11-14 06:43:03
   ,   price , quantity ,e  ,          timestamp
0,49145000,0.1003,0,2023-11-14 06:43:08
1,49144000,0.0052,0,2023-11-14 06:43:08
2,49143000,0.0058,0,2023-11-14 06:43:08
3,49142000,0.0578,0,2023-11-14 06:43:08
4,49140000,0.0888,0,2023-11-14 06:43:08
0,49157000,0.0044,1,2023-11-14 06:43:08
1,49158000,0.0568,1,2023-11-14 06:43:08
2,49159000,0.3095,1,2023-11-14 06:43:08
3,49160000,0.0043,1,2023-11-14 06:43:08
4,49161000,0.0666,1,2023-11-14 06:43:08
   ,   price , quantity ,e  ,          timestamp
0,49150000,0.1269,0,2023-11-14 06:43:13
1,49149000,0.3118,0,2023-11-14 06:43:13
2,49148000,0.0054,0,2023-11-14 06:43:13
3,49147000,0.0056,0,2023-11-14 06:43:13
4,49146000,1.1706,0,2023-11-14 06:43:13
0,49151000,0.0057,1,2023-11-14 06:43:13
1,49152000,0.0045,1,2023-11-14 06:43:13
2,49153000,0.0043,1,2023-11-14 06:43:13
3,49154000,0.0042,1,2023-11-14 06:43:13
4,49155000,0.0100,1,2023-11-14 06:43:13
   ,   price , quantity ,e  ,          timestamp
0,49167000,0.0058,0,2023-11-14 06:43:18
1,49162000,1.0062,0,2023-11-14 06:43:18
2,49161000,0.0870,0,2023-11-14 06:43:18
3,49160000,0.0053,0,2023-11-14 06:43:18
