2023-11-14-bithumb-btc-orderbook
   ,  price  ,quantity  ,type,         timestamp
0,49128000,0.0800,1,2023-11-14 06:35:11
1,49129000,0.0744,1,2023-11-14 06:35:11
2,49130000,0.0252,1,2023-11-14 06:35:11
3,49131000,0.0633,1,2023-11-14 06:35:11
4,49132000,0.0172,1,2023-11-14 06:35:11
   ,   price , quantity ,e  ,          timestamp
0,49079000,0.1427,0,2023-11-14 06:35:16
1,49078000,0.0486,0,2023-11-14 06:35:16
2,49066000,0.0875,0,2023-11-14 06:35:16
3,49061000,0.0555,0,2023-11-14 06:35:16
4,49060000,0.0022,0,2023-11-14 06:35:16
0,49103000,0.1336,1,2023-11-14 06:35:16
1,49104000,0.0175,1,2023-11-14 06:35:16
2,49105000,0.0098,1,2023-11-14 06:35:16
3,49107000,0.3034,1,2023-11-14 06:35:16
4,49108000,0.0165,1,2023-11-14 06:35:16
   ,   price , quantity ,e  ,          timestamp
0,49090000,0.3200,0,2023-11-14 06:35:21
1,49083000,0.1399,0,2023-11-14 06:35:21
2,49081000,0.1325,0,2023-11-14 06:35:21
3,49080000,0.0858,0,2023-11-14 06:35:21
4,49078000,0.0001,0,2023-11-14 06:35:21
0,49098000,0.1970,1,2023-11-14 06:35:21
1,49099000,0.2117,1,2023-11-14 06:35:21
2,49102000,0.0610,1,2023-11-14 06:35:21
3,49104000,0.0001,1,2023-11-14 06:35:21
4,49107000,0.3034,1,2023-11-14 06:35:21
   ,   price , quantity ,e  ,          timestamp
0,49104000,0.0133,0,2023-11-14 06:35:26
1,49093000,0.0035,0,2023-11-14 06:35:26
2,49084000,0.0938,0,2023-11-14 06:35:26
3,49081000,0.0233,0,2023-11-14 06:35:26
4,49079000,0.1163,0,2023-11-14 06:35:26
0,49105000,0.0885,1,2023-11-14 06:35:26
1,49106000,0.0206,1,2023-11-14 06:35:26
2,49107000,0.0605,1,2023-11-14 06:35:26
3,49108000,0.0813,1,2023-11-14 06:35:26
4,49117000,0.0352,1,2023-11-14 06:35:26
   ,   price , quantity ,e  ,          timestamp
0,49124000,0.0240,0,2023-11-14 06:35:31
1,49123000,0.0451,0,2023-11-14 06:35:31
2,49122000,0.5345,0,2023-11-14 06:35:31
3,49121000,0.0925,0,2023-11-14 06:35:31
4,49120000,0.0118,0,2023-11-14 06:35:31
0,49148000,0.0281,1,2023-11-14 06:35:31
1,49150000,0.0118,1,2023-11-14 06:35:31
2,49153000,0.0039,1,2023-11-14 06:35:31
3,49156000,0.8010,1,2023-11-14 06:35:31
4,49160000,0.0001,1,2023-11-14 06:35:31
   ,   price , quantity ,e  ,          timestamp
0,49135000,0.0062,0,2023-11-14 06:35:36
1,49134000,0.0048,0,2023-11-14 06:35:36
2,49133000,0.0044,0,2023-11-14 06:35:36
3,49132000,0.0050,0,2023-11-14 06:35:36
4,49131000,0.0049,0,2023-11-14 06:35:36
0,49139000,0.0880,1,2023-11-14 06:35:36
1,49140000,0.2188,1,2023-11-14 06:35:36
2,49141000,0.0060,1,2023-11-14 06:35:36
3,49142000,0.1490,1,2023-11-14 06:35:36
4,49143000,0.0251,1,2023-11-14 06:35:36
   ,   price , quantity ,e  ,          timestamp
0,49137000,0.0988,0,2023-11-14 06:35:41
1,49134000,2.3956,0,2023-11-14 06:35:41
2,49133000,0.0183,0,2023-11-14 06:35:41
3,49132000,0.0666,0,2023-11-14 06:35:41
4,49131000,0.1017,0,2023-11-14 06:35:41
0,49138000,0.0043,1,2023-11-14 06:35:41
1,49139000,0.0060,1,2023-11-14 06:35:41
2,49140000,0.0001,1,2023-11-14 06:35:41
3,49144000,0.0039,1,2023-11-14 06:35:41
4,49147000,0.0011,1,2023-11-14 06:35:41
   ,   price , quantity ,e  ,          timestamp
0,49176000,2.3096,0,2023-11-14 06:35:46
1,49171000,0.0061,0,2023-11-14 06:35:46
2,49170000,0.0032,0,2023-11-14 06:35:46
3,49169000,0.0057,0,2023-11-14 06:35:46
4,49168000,0.0045,0,2023-11-14 06:35:46
0,49177000,0.0042,1,2023-11-14 06:35:46
1,49178000,0.0057,1,2023-11-14 06:35:46
2,49179000,0.0057,1,2023-11-14 06:35:46
3,49180000,0.0067,1,2023-11-14 06:35:46
4,49181000,0.0462,1,2023-11-14 06:35:46
   ,   price , quantity ,e  ,          timestamp
0,49156000,0.0397,0,2023-11-14 06:35:51
1,49155000,0.0038,0,2023-11-14 06:35:51
2,49151000,0.0874,0,2023-11-14 06:35:51
3,49150000,0.0523,0,2023-11-14 06:35:51
4,49148000,0.0868,0,2023-11-14 06:35:51
0,49171000,0.2122,1,2023-11-14 06:35:51
1,49172000,0.0047,1,2023-11-14 06:35:51
2,49173000,0.0057,1,2023-11-14 06:35:51
3,49174000,0.0593,1,2023-11-14 06:35:51
4,49175000,0.1417,1,2023-11-14 06:35:51
   ,   price , quantity ,e  ,          timestamp
0,49164000,0.0051,0,2023-11-14 06:35:56
1,49163000,0.2909,0,2023-11-14 06:35:56
2,49161000,0.0202,0,2023-11-14 06:35:56
3,49160000,0.0008,0,2023-11-14 06:35:56
4,49159000,0.0045,0,2023-11-14 06:35:56
0,49167000,0.2000,1,2023-11-14 06:35:56
1,49168000,0.0017,1,2023-11-14 06:35:56
2,49169000,0.0060,1,2023-11-14 06:35:56
3,49170000,0.0055,1,2023-11-14 06:35:56
4,49172000,0.0042,1,2023-11-14 06:35:56
   ,   price , quantity ,e  ,          timestamp
0,49166000,0.0002,0,2023-11-14 06:36:01
1,49165000,0.0044,0,2023-11-14 06:36:01
2,49164000,0.0054,0,2023-11-14 06:36:01
3,49163000,1.2934,0,2023-11-14 06:36:01
4,49162000,0.0062,0,2023-11-14 06:36:01
0,49172000,0.0015,1,2023-11-14 06:36:01
1,49173000,0.0115,1,2023-11-14 06:36:01
2,49174000,0.0047,1,2023-11-14 06:36:01
3,49175000,0.0579,1,2023-11-14 06:36:01
4,49176000,0.0562,1,2023-11-14 06:36:01
   ,   price , quantity ,e  ,          timestamp
0,49163000,0.7506,0,2023-11-14 06:36:06
1,49162000,0.0062,0,2023-11-14 06:36:06
2,49161000,0.0041,0,2023-11-14 06:36:06
3,49160000,0.0008,0,2023-11-14 06:36:06
4,49159000,0.0045,0,2023-11-14 06:36:06
0,49164000,0.1265,1,2023-11-14 06:36:06
1,49165000,0.1240,1,2023-11-14 06:36:06
2,49166000,0.0081,1,2023-11-14 06:36:06
3,49167000,0.0102,1,2023-11-14 06:36:06
4,49168000,0.0961,1,2023-11-14 06:36:06
   ,   price , quantity ,e  ,          timestamp
0,49154000,0.0016,0,2023-11-14 06:36:11
1,49152000,0.0044,0,2023-11-14 06:36:11
2,49151000,0.0057,0,2023-11-14 06:36:11
3,49150000,0.0048,0,2023-11-14 06:36:11
4,49149000,0.0047,0,2023-11-14 06:36:11
0,49156000,0.3279,1,2023-11-14 06:36:11
1,49157000,0.2658,1,2023-11-14 06:36:11
2,49158000,0.0047,1,2023-11-14 06:36:11
3,49159000,0.0081,1,2023-11-14 06:36:11
4,49160000,0.0046,1,2023-11-14 06:36:11
   ,   price , quantity ,e  ,          timestamp
0,49146000,0.3783,0,2023-11-14 06:36:16
1,49144000,0.0048,0,2023-11-14 06:36:16
2,49143000,0.0117,0,2023-11-14 06:36:16
3,49142000,0.1007,0,2023-11-14 06:36:16
4,49141000,0.0058,0,2023-11-14 06:36:16
0,49148000,0.0051,1,2023-11-14 06:36:16
1,49149000,0.0057,1,2023-11-14 06:36:16
2,49150000,0.0047,1,2023-11-14 06:36:16
3,49151000,0.0047,1,2023-11-14 06:36:16
4,49152000,0.0116,1,2023-11-14 06:36:16
   ,   price , quantity ,e  ,          timestamp
0,49150000,0.0039,0,2023-11-14 06:36:21
1,49149000,0.0058,0,2023-11-14 06:36:21
2,49148000,0.0054,0,2023-11-14 06:36:21
3,49147000,0.0053,0,2023-11-14 06:36:21
4,49146000,0.0044,0,2023-11-14 06:36:21
0,49162000,0.2729,1,2023-11-14 06:36:21
1,49163000,0.2471,1,2023-11-14 06:36:21
2,49164000,0.0318,1,2023-11-14 06:36:21
3,49165000,0.1197,1,2023-11-14 06:36:21
4,49166000,0.0960,1,2023-11-14 06:36:21
   ,   price , quantity ,e  ,          timestamp
0,49146000,2.5638,0,2023-11-14 06:36:26
1,49142000,0.0055,0,2023-11-14 06:36:26
2,49141000,0.0045,0,2023-11-14 06:36:26
3,49140000,0.0091,0,2023-11-14 06:36:26
4,49139000,0.0927,0,2023-11-14 06:36:26
0,49148000,0.0053,1,2023-11-14 06:36:26
1,49149000,0.0053,1,2023-11-14 06:36:26
2,49150000,0.0057,1,2023-11-14 06:36:26
3,49151000,0.0872,1,2023-11-14 06:36:26
4,49152000,0.0099,1,2023-11-14 06:36:26
   ,   price , quantity ,e  ,          timestamp
0,49143000,0.0971,0,2023-11-14 06:36:31
1,49141000,0.2087,0,2023-11-14 06:36:31
2,49140000,0.0045,0,2023-11-14 06:36:31
3,49139000,0.0060,0,2023-11-14 06:36:31
4,49138000,0.0061,0,2023-11-14 06:36:31
0,49144000,0.0060,1,2023-11-14 06:36:31
1,49145000,0.0045,1,2023-11-14 06:36:31
2,49146000,0.1237,1,2023-11-14 06:36:31
3,49147000,0.0044,1,2023-11-14 06:36:31
4,49148000,0.0046,1,2023-11-14 06:36:31
   ,   price , quantity ,e  ,          timestamp
0,49134000,0.2167,0,2023-11-14 06:36:36
1,49132000,0.0058,0,2023-11-14 06:36:36
2,49131000,0.0048,0,2023-11-14 06:36:36
3,49130000,0.0051,0,2023-11-14 06:36:36
4,49129000,0.0522,0,2023-11-14 06:36:36
0,49136000,0.1823,1,2023-11-14 06:36:36
1,49137000,0.0799,1,2023-11-14 06:36:36
2,49138000,0.0098,1,2023-11-14 06:36:36
3,49139000,0.0061,1,2023-11-14 06:36:36
4,49140000,0.0060,1,2023-11-14 06:36:36
   ,   price , quantity ,e  ,          timestamp
0,49141000,0.0030,0,2023-11-14 06:36:41
1,49140000,0.0061,0,2023-11-14 06:36:41
2,49139000,0.0059,0,2023-11-14 06:36:41
3,49138000,0.0044,0,2023-11-14 06:36:41
4,49137000,0.0056,0,2023-11-14 06:36:41
0,49143000,0.0010,1,2023-11-14 06:36:41
1,49144000,0.0041,1,2023-11-14 06:36:41
2,49145000,0.0047,1,2023-11-14 06:36:41
3,49146000,0.0059,1,2023-11-14 06:36:41
4,49147000,0.0371,1,2023-11-14 06:36:41
   ,   price , quantity ,e  ,          timestamp
0,49161000,0.2533,0,2023-11-14 06:36:46
1,49160000,0.3380,0,2023-11-14 06:36:46
2,49158000,0.3098,0,2023-11-14 06:36:46
3,49157000,0.4627,0,2023-11-14 06:36:46
4,49156000,0.0580,0,2023-11-14 06:36:46
0,49162000,0.0050,1,2023-11-14 06:36:46
1,49163000,0.0047,1,2023-11-14 06:36:46
2,49164000,0.0048,1,2023-11-14 06:36:46
3,49165000,0.0063,1,2023-11-14 06:36:46
4,49166000,0.0047,1,2023-11-14 06:36:46
   ,   price , quantity ,e  ,          timestamp
0,49168000,0.0059,0,2023-11-14 06:36:51
1,49166000,0.0052,0,2023-11-14 06:36:51
2,49165000,0.0394,0,2023-11-14 06:36:51
3,49164000,0.0292,0,2023-11-14 06:36:51
4,49163000,0.0903,0,2023-11-14 06:36:51
0,49170000,0.0050,1,2023-11-14 06:36:51
1,49171000,0.0050,1,2023-11-14 06:36:51
2,49172000,0.0002,1,2023-11-14 06:36:51
3,49173000,0.0001,1,2023-11-14 06:36:51
4,49174000,0.0056,1,2023-11-14 06:36:51
   ,   price , quantity ,e  ,          timestamp
0,49168000,0.0046,0,2023-11-14 06:36:56
1,49166000,0.0045,0,2023-11-14 06:36:56
2,49165000,0.0255,0,2023-11-14 06:36:56
3,49164000,0.0043,0,2023-11-14 06:36:56
4,49163000,0.0057,0,2023-11-14 06:36:56
0,49169000,0.2237,1,2023-11-14 06:36:56
1,49170000,0.1471,1,2023-11-14 06:36:56
2,49171000,0.0050,1,2023-11-14 06:36:56
3,49172000,0.0022,1,2023-11-14 06:36:56
4,49173000,0.0491,1,2023-11-14 06:36:56
   ,   price , quantity ,e  ,          timestamp
0,49153000,2.3983,0,2023-11-14 06:37:01
1,49152000,0.0046,0,2023-11-14 06:37:01
2,49151000,0.0084,0,2023-11-14 06:37:01
3,49149000,0.0049,0,2023-11-14 06:37:01
4,49148000,0.0479,0,2023-11-14 06:37:01
0,49162000,0.0047,1,2023-11-14 06:37:01
1,49168000,0.0891,1,2023-11-14 06:37:01
2,49169000,0.0046,1,2023-11-14 06:37:01
3,49170000,0.0050,1,2023-11-14 06:37:01
4,49171000,0.0050,1,2023-11-14 06:37:01
   ,   price , quantity ,e  ,          timestamp
0,49163000,0.1167,0,2023-11-14 06:37:06
1,49155000,0.0883,0,2023-11-14 06:37:06
2,49152000,0.0879,0,2023-11-14 06:37:06
3,49151000,0.0922,0,2023-11-14 06:37:06
4,49149000,2.4038,0,2023-11-14 06:37:06
0,49164000,0.0056,1,2023-11-14 06:37:06
1,49165000,0.0057,1,2023-11-14 06:37:06
2,49166000,0.0054,1,2023-11-14 06:37:06
3,49167000,0.0049,1,2023-11-14 06:37:06
4,49168000,0.0044,1,2023-11-14 06:37:06
   ,   price , quantity ,e  ,          timestamp
0,49159000,0.0029,0,2023-11-14 06:37:11
1,49156000,0.0002,0,2023-11-14 06:37:11
2,49154000,0.0037,0,2023-11-14 06:37:11
3,49153000,0.0476,0,2023-11-14 06:37:11
4,49152000,0.0430,0,2023-11-14 06:37:11
0,49171000,0.0656,1,2023-11-14 06:37:11
1,49172000,0.0016,1,2023-11-14 06:37:11
2,49173000,0.0110,1,2023-11-14 06:37:11
3,49174000,0.0578,1,2023-11-14 06:37:11
4,49175000,0.0090,1,2023-11-14 06:37:11
   ,   price , quantity ,e  ,          timestamp
0,49152000,0.0035,0,2023-11-14 06:37:16
1,49151000,0.0045,0,2023-11-14 06:37:16
2,49150000,0.0048,0,2023-11-14 06:37:16
3,49148000,0.0037,0,2023-11-14 06:37:16
4,49147000,0.0053,0,2023-11-14 06:37:16
0,49154000,0.0059,1,2023-11-14 06:37:16
1,49155000,0.2050,1,2023-11-14 06:37:16
2,49156000,0.2946,1,2023-11-14 06:37:16
3,49157000,0.1740,1,2023-11-14 06:37:16
4,49158000,0.2079,1,2023-11-14 06:37:16
   ,   price , quantity ,e  ,          timestamp
0,49150000,0.2135,0,2023-11-14 06:37:21
1,49149000,0.0502,0,2023-11-14 06:37:21
2,49148000,0.0120,0,2023-11-14 06:37:21
3,49147000,0.0037,0,2023-11-14 06:37:21
4,49146000,0.0048,0,2023-11-14 06:37:21
0,49153000,0.0056,1,2023-11-14 06:37:21
1,49154000,0.0049,1,2023-11-14 06:37:21
2,49155000,0.0630,1,2023-11-14 06:37:21
3,49156000,0.0040,1,2023-11-14 06:37:21
4,49157000,0.0047,1,2023-11-14 06:37:21
   ,   price , quantity ,e  ,          timestamp
0,49181000,0.0587,0,2023-11-14 06:37:26
1,49177000,0.1310,0,2023-11-14 06:37:26
2,49176000,0.0884,0,2023-11-14 06:37:26
3,49174000,0.1495,0,2023-11-14 06:37:26
4,49173000,0.0048,0,2023-11-14 06:37:26
0,49182000,0.0047,1,2023-11-14 06:37:26
1,49183000,0.0045,1,2023-11-14 06:37:26
2,49184000,0.0046,1,2023-11-14 06:37:26
3,49186000,0.0540,1,2023-11-14 06:37:26
4,49187000,0.8416,1,2023-11-14 06:37:26
   ,   price , quantity ,e  ,          timestamp
0,49177000,0.0016,0,2023-11-14 06:37:31
1,49176000,0.0049,0,2023-11-14 06:37:31
2,49175000,0.0060,0,2023-11-14 06:37:31
3,49174000,0.0056,0,2023-11-14 06:37:31
4,49173000,0.0048,0,2023-11-14 06:37:31
0,49179000,0.6342,1,2023-11-14 06:37:31
1,49180000,0.1843,1,2023-11-14 06:37:31
2,49181000,0.1563,1,2023-11-14 06:37:31
3,49182000,0.0985,1,2023-11-14 06:37:31
4,49183000,0.0053,1,2023-11-14 06:37:31
   ,   price , quantity ,e  ,          timestamp
0,49175000,0.2120,0,2023-11-14 06:37:36
1,49174000,0.2169,0,2023-11-14 06:37:36
2,49173000,0.0048,0,2023-11-14 06:37:36
3,49172000,0.0358,0,2023-11-14 06:37:36
4,49171000,0.0847,0,2023-11-14 06:37:36
0,49177000,0.0015,1,2023-11-14 06:37:36
1,49178000,0.0062,1,2023-11-14 06:37:36
2,49179000,0.0056,1,2023-11-14 06:37:36
3,49180000,0.0057,1,2023-11-14 06:37:36
4,49181000,0.0057,1,2023-11-14 06:37:36
   ,   price , quantity ,e  ,          timestamp
0,49177000,0.1763,0,2023-11-14 06:37:40
1,49173000,0.0202,0,2023-11-14 06:37:40
2,49172000,0.0936,0,2023-11-14 06:37:40
3,49171000,0.0045,0,2023-11-14 06:37:40
4,49170000,0.0645,0,2023-11-14 06:37:40
0,49183000,0.0981,1,2023-11-14 06:37:40
1,49184000,0.0055,1,2023-11-14 06:37:40
2,49185000,0.0047,1,2023-11-14 06:37:40
3,49186000,0.0018,1,2023-11-14 06:37:40
4,49187000,0.8470,1,2023-11-14 06:37:40
   ,   price , quantity ,e  ,          timestamp
0,49180000,0.0060,0,2023-11-14 06:37:45
1,49179000,0.0058,0,2023-11-14 06:37:45
2,49178000,0.0042,0,2023-11-14 06:37:45
3,49177000,0.0053,0,2023-11-14 06:37:45
4,49174000,0.0001,0,2023-11-14 06:37:45
0,49182000,0.0091,1,2023-11-14 06:37:45
1,49184000,0.0041,1,2023-11-14 06:37:45
2,49185000,0.0047,1,2023-11-14 06:37:45
3,49186000,0.0061,1,2023-11-14 06:37:45
4,49187000,0.5880,1,2023-11-14 06:37:45
   ,   price , quantity ,e  ,          timestamp
0,49177000,0.0053,0,2023-11-14 06:37:50
1,49173000,0.0042,0,2023-11-14 06:37:50
2,49172000,0.0046,0,2023-11-14 06:37:50
3,49171000,0.0607,0,2023-11-14 06:37:50
4,49170000,0.1032,0,2023-11-14 06:37:50
0,49178000,0.0288,1,2023-11-14 06:37:50
1,49179000,0.0042,1,2023-11-14 06:37:50
2,49180000,0.2657,1,2023-11-14 06:37:50
3,49181000,0.0060,1,2023-11-14 06:37:50
4,49182000,0.0047,1,2023-11-14 06:37:50
   ,   price , quantity ,e  ,          timestamp
0,49188000,0.1441,0,2023-11-14 06:37:55
1,49186000,0.1826,0,2023-11-14 06:37:55
2,49185000,0.1662,0,2023-11-14 06:37:55
3,49184000,0.0044,0,2023-11-14 06:37:55
4,49183000,0.0107,0,2023-11-14 06:37:55
0,49189000,0.0158,1,2023-11-14 06:37:55
1,49190000,0.0062,1,2023-11-14 06:37:55
2,49191000,0.0056,1,2023-11-14 06:37:55
3,49192000,0.0058,1,2023-11-14 06:37:55
4,49193000,0.0062,1,2023-11-14 06:37:55
   ,   price , quantity ,e  ,          timestamp
0,49191000,0.0090,0,2023-11-14 06:38:00
1,49190000,0.2121,0,2023-11-14 06:38:00
2,49189000,0.0047,0,2023-11-14 06:38:00
3,49188000,0.0200,0,2023-11-14 06:38:00
4,49187000,0.0052,0,2023-11-14 06:38:00
0,49192000,0.0061,1,2023-11-14 06:38:00
1,49193000,0.0062,1,2023-11-14 06:38:00
2,49194000,0.0053,1,2023-11-14 06:38:00
3,49195000,0.0055,1,2023-11-14 06:38:00
4,49196000,0.0057,1,2023-11-14 06:38:00
   ,   price , quantity ,e  ,          timestamp
0,49191000,0.2168,0,2023-11-14 06:38:05
1,49190000,0.2130,0,2023-11-14 06:38:05
2,49188000,0.0200,0,2023-11-14 06:38:05
3,49187000,0.0052,0,2023-11-14 06:38:05
4,49186000,0.0044,0,2023-11-14 06:38:05
0,49194000,0.0017,1,2023-11-14 06:38:05
1,49195000,0.0055,1,2023-11-14 06:38:05
2,49196000,0.0057,1,2023-11-14 06:38:05
3,49197000,0.0061,1,2023-11-14 06:38:05
4,49198000,0.0050,1,2023-11-14 06:38:05
   ,   price , quantity ,e  ,          timestamp
0,49198000,0.2079,0,2023-11-14 06:38:10
1,49197000,0.2168,0,2023-11-14 06:38:10
2,49196000,0.0052,0,2023-11-14 06:38:10
3,49195000,0.0051,0,2023-11-14 06:38:10
4,49194000,0.0057,0,2023-11-14 06:38:10
0,49199000,0.0045,1,2023-11-14 06:38:10
1,49200000,0.0120,1,2023-11-14 06:38:10
2,49201000,0.0069,1,2023-11-14 06:38:10
3,49202000,0.0054,1,2023-11-14 06:38:10
4,49203000,0.0087,1,2023-11-14 06:38:10
   ,   price , quantity ,e  ,          timestamp
0,49200000,0.2726,0,2023-11-14 06:38:15
1,49199000,0.0053,0,2023-11-14 06:38:15
2,49198000,0.0056,0,2023-11-14 06:38:15
3,49197000,0.0051,0,2023-11-14 06:38:15
4,49196000,0.0052,0,2023-11-14 06:38:15
0,49201000,0.2890,1,2023-11-14 06:38:15
1,49202000,0.0951,1,2023-11-14 06:38:15
2,49203000,0.0089,1,2023-11-14 06:38:15
3,49204000,0.0557,1,2023-11-14 06:38:15
4,49205000,0.0117,1,2023-11-14 06:38:15
   ,   price , quantity ,e  ,          timestamp
0,49181000,0.0060,0,2023-11-14 06:38:20
1,49180000,0.0061,0,2023-11-14 06:38:20
2,49179000,0.0062,0,2023-11-14 06:38:20
3,49178000,0.0046,0,2023-11-14 06:38:20
4,49177000,0.0046,0,2023-11-14 06:38:20
0,49182000,0.0390,1,2023-11-14 06:38:20
1,49183000,0.0044,1,2023-11-14 06:38:20
2,49184000,0.0057,1,2023-11-14 06:38:20
3,49185000,0.0044,1,2023-11-14 06:38:20
4,49186000,0.1430,1,2023-11-14 06:38:20
   ,   price , quantity ,e  ,          timestamp
0,49203000,0.2173,0,2023-11-14 06:38:25
1,49202000,0.0211,0,2023-11-14 06:38:25
2,49201000,0.2076,0,2023-11-14 06:38:25
3,49200000,0.0054,0,2023-11-14 06:38:25
4,49199000,0.1500,0,2023-11-14 06:38:25
0,49204000,0.0059,1,2023-11-14 06:38:25
1,49205000,0.0062,1,2023-11-14 06:38:25
2,49206000,0.0059,1,2023-11-14 06:38:25
3,49207000,0.0053,1,2023-11-14 06:38:25
4,49208000,0.0001,1,2023-11-14 06:38:25
   ,   price , quantity ,e  ,          timestamp
0,49211000,0.0055,0,2023-11-14 06:38:30
1,49210000,0.0042,0,2023-11-14 06:38:30
2,49209000,0.2161,0,2023-11-14 06:38:30
3,49208000,0.2225,0,2023-11-14 06:38:30
4,49206000,0.0836,0,2023-11-14 06:38:30
0,49213000,0.0004,1,2023-11-14 06:38:30
1,49214000,0.0089,1,2023-11-14 06:38:30
2,49215000,0.0050,1,2023-11-14 06:38:30
3,49216000,0.0047,1,2023-11-14 06:38:30
4,49217000,0.0053,1,2023-11-14 06:38:30
   ,   price , quantity ,e  ,          timestamp
0,49213000,0.2117,0,2023-11-14 06:38:35
1,49212000,0.0006,0,2023-11-14 06:38:35
2,49211000,0.0055,0,2023-11-14 06:38:35
3,49210000,0.0042,0,2023-11-14 06:38:35
4,49209000,0.0044,0,2023-11-14 06:38:35
0,49214000,0.0599,1,2023-11-14 06:38:35
1,49215000,0.0056,1,2023-11-14 06:38:35
2,49216000,0.0910,1,2023-11-14 06:38:35
3,49217000,0.0053,1,2023-11-14 06:38:35
4,49218000,0.0045,1,2023-11-14 06:38:35
   ,   price , quantity ,e  ,          timestamp
0,49212000,0.0905,0,2023-11-14 06:38:40
1,49211000,0.0055,0,2023-11-14 06:38:40
2,49210000,0.0042,0,2023-11-14 06:38:40
3,49209000,0.0769,0,2023-11-14 06:38:40
4,49208000,0.0918,0,2023-11-14 06:38:40
0,49216000,0.0005,1,2023-11-14 06:38:40
1,49217000,0.0053,1,2023-11-14 06:38:40
2,49218000,0.0045,1,2023-11-14 06:38:40
3,49219000,0.0046,1,2023-11-14 06:38:40
4,49220000,0.0075,1,2023-11-14 06:38:40
   ,   price , quantity ,e  ,          timestamp
0,49226000,0.0727,0,2023-11-14 06:38:45
1,49223000,0.2211,0,2023-11-14 06:38:45
2,49222000,0.0042,0,2023-11-14 06:38:45
3,49221000,0.0051,0,2023-11-14 06:38:45
4,49220000,0.0058,0,2023-11-14 06:38:45
0,49228000,0.0327,1,2023-11-14 06:38:45
1,49229000,0.0089,1,2023-11-14 06:38:45
2,49230000,0.0053,1,2023-11-14 06:38:45
3,49231000,0.0052,1,2023-11-14 06:38:45
4,49232000,0.0052,1,2023-11-14 06:38:45
   ,   price , quantity ,e  ,          timestamp
0,49237000,0.2170,0,2023-11-14 06:38:50
1,49236000,0.0060,0,2023-11-14 06:38:50
2,49235000,0.0061,0,2023-11-14 06:38:50
3,49234000,0.0059,0,2023-11-14 06:38:50
4,49233000,0.0050,0,2023-11-14 06:38:50
0,49238000,0.0020,1,2023-11-14 06:38:50
1,49239000,0.0094,1,2023-11-14 06:38:50
2,49240000,0.0047,1,2023-11-14 06:38:50
3,49241000,0.0054,1,2023-11-14 06:38:50
4,49242000,0.0058,1,2023-11-14 06:38:50
   ,   price , quantity ,e  ,          timestamp
0,49232000,0.0110,0,2023-11-14 06:38:55
1,49228000,0.0166,0,2023-11-14 06:38:55
2,49226000,0.0467,0,2023-11-14 06:38:55
3,49225000,0.0058,0,2023-11-14 06:38:55
4,49224000,0.0052,0,2023-11-14 06:38:55
0,49233000,0.0044,1,2023-11-14 06:38:55
1,49234000,0.0429,1,2023-11-14 06:38:55
2,49235000,0.0059,1,2023-11-14 06:38:55
3,49236000,0.1140,1,2023-11-14 06:38:55
4,49237000,0.0669,1,2023-11-14 06:38:55
   ,   price , quantity ,e  ,          timestamp
0,49224000,0.0052,0,2023-11-14 06:39:00
1,49223000,0.0049,0,2023-11-14 06:39:00
2,49222000,0.0042,0,2023-11-14 06:39:00
3,49221000,0.0051,0,2023-11-14 06:39:00
4,49220000,0.0058,0,2023-11-14 06:39:00
0,49230000,0.2211,1,2023-11-14 06:39:00
1,49231000,0.0042,1,2023-11-14 06:39:00
2,49232000,0.1422,1,2023-11-14 06:39:00
3,49233000,0.0065,1,2023-11-14 06:39:00
4,49234000,0.0050,1,2023-11-14 06:39:00
   ,   price , quantity ,e  ,          timestamp
0,49226000,0.0046,0,2023-11-14 06:39:05
1,49225000,0.0050,0,2023-11-14 06:39:05
2,49224000,0.0009,0,2023-11-14 06:39:05
3,49223000,0.0322,0,2023-11-14 06:39:05
4,49222000,0.0204,0,2023-11-14 06:39:05
0,49230000,0.0038,1,2023-11-14 06:39:05
1,49231000,0.0042,1,2023-11-14 06:39:05
2,49232000,0.0050,1,2023-11-14 06:39:05
3,49233000,0.0065,1,2023-11-14 06:39:05
4,49234000,0.0050,1,2023-11-14 06:39:05
   ,   price , quantity ,e  ,          timestamp
0,49229000,0.1162,0,2023-11-14 06:39:10
1,49228000,0.0051,0,2023-11-14 06:39:10
2,49227000,0.0057,0,2023-11-14 06:39:10
3,49226000,0.0109,0,2023-11-14 06:39:10
4,49225000,0.0050,0,2023-11-14 06:39:10
0,49232000,0.0050,1,2023-11-14 06:39:10
1,49233000,0.0044,1,2023-11-14 06:39:10
2,49234000,0.0050,1,2023-11-14 06:39:10
3,49235000,0.0059,1,2023-11-14 06:39:10
4,49236000,0.0081,1,2023-11-14 06:39:10
   ,   price , quantity ,e  ,          timestamp
0,49235000,0.2177,0,2023-11-14 06:39:15
1,49233000,0.2573,0,2023-11-14 06:39:15
2,49232000,0.0194,0,2023-11-14 06:39:15
3,49231000,0.0158,0,2023-11-14 06:39:15
4,49230000,0.1454,0,2023-11-14 06:39:15
0,49236000,0.0081,1,2023-11-14 06:39:15
1,49237000,0.0060,1,2023-11-14 06:39:15
2,49238000,0.0053,1,2023-11-14 06:39:15
3,49239000,0.0056,1,2023-11-14 06:39:15
4,49240000,0.0047,1,2023-11-14 06:39:15
   ,   price , quantity ,e  ,          timestamp
0,49248000,0.0040,0,2023-11-14 06:39:20
